2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0
2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0
2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0
2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0
0	1	13	0	6	16	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	6	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13	0	2	13
0	1	14	0	6	17	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14	0	2	14
1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6
1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6
1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6	1	10	6
2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0	2	0	0
