-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	11	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	11	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	11	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	11	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	3	1	3	3	1	3	-1	0	0	-1	0	0	1	2	0	-2	74	10	2	13	2	2	13	2	-1	0	0	-1	0	0	-2	74	10	1	3	0	2	13	2	2	13	2	2	13	2	-2	74	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	10	-1	0	0	2	13	2	2	13	2	-1	0	0	-1	0	0	3	1	3	-1	0	0	-1	0	0
-1	0	0	3	1	4	3	1	4	-1	0	0	1	1	6	-1	0	0	-2	74	10	2	12	3	2	12	3	-1	0	0	-1	0	0	-2	74	10	-1	0	0	2	12	3	2	12	3	2	12	3	-2	74	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	10	-1	0	0	2	12	3	2	12	3	-1	0	0	-1	0	0	3	1	4	-1	0	0	-1	0	0
-1	0	0	-2	22	-3	-2	22	-9	-1	0	0	-1	0	0	-1	0	0	-2	74	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	22	-3	-2	22	-11	-2	22	-9	-1	0	0
-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-2	74	14	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	22	51	-1	0	0	1	2	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-2	22	54	-1	0	0	1	2	7	1	2	6	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0
-1	0	0	-1	0	0	1	2	6	1	2	7	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	4	10	-1	0	0	4	15	5	4	15	5	-1	0	0	1	4	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	1	4	10	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	-1	0	0	4	14	6	4	15	6
