2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	0	0	1	0	0	1	0	0	1	0	0	1	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0
2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	0	0	1	0	0	1	0	0	1	0	0	1	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	0	0	12	0	1	12	0	1	12	0	1	12	0	1	12	0	1	12	0	1	12	0	1	12	0	1	12	0	1	12	0	1	12	0	1	12	0	1	12	0	2	12	2	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0
2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	0	0	13	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	0	2	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	0	0	1	0	0	1	0	0	1	0	0	1	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	0	0	13	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	0	2	13	2	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0
2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	0	0	13	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	0	2	13	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	0	0	1	0	0	1	0	0	1	0	0	1	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	0	0	13	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	0	2	13	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0
2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	0	0	13	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	0	2	13	2	0	0	2	0	0	2	1	0	2	0	0	2	1	0	2	0	0	2	1	0	2	0	0	2	1	0	2	0	0	2	1	0	2	0	0	2	0	0	2	0	1	2	0	2	2	0	0	2	0	1	2	0	2	0	0	0	0	0	0	0	0	0
2	1	0	2	1	1	2	1	2	2	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	1	2	1	0	0	0	13	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	1	1	0	2	1	0	2	1	0	2	13	2	1	0	2	0	1	2	1	1	2	0	1	2	1	1	2	0	1	2	1	1	2	0	1	2	1	1	2	0	1	2	1	1	2	0	1	2	1	0	2	1	1	2	1	2	2	1	0	2	1	1	2	1	2	2	0	2	2	0	0	2	0	1
