3	0	9	3	1	9	3	2	9	3	3	9	3	4	9	3	5	9	3	6	9	3	7	9	3	0	9	3	1	9	3	2	9	3	3	9	3	4	9	3	5	9	3	6	9	3	7	9	3	0	9	3	1	9	3	2	9	3	3	9
3	0	10	3	1	10	3	2	10	3	3	10	3	4	10	3	5	10	3	6	10	3	7	10	3	0	10	3	1	10	3	2	10	3	3	10	3	4	10	3	5	10	3	6	10	3	7	10	3	0	10	3	1	10	3	2	10	3	3	10
3	0	11	3	1	11	3	2	11	3	3	11	3	4	11	3	5	11	3	6	11	3	7	11	3	0	11	3	1	11	3	2	11	3	3	11	3	4	11	3	5	11	3	6	11	3	7	11	3	0	11	3	1	11	3	2	11	3	3	11
3	0	12	3	1	12	3	2	12	3	3	12	3	4	12	3	5	12	3	6	12	3	7	12	3	0	12	3	1	12	3	2	12	3	3	12	3	4	12	3	5	12	3	6	12	3	7	12	3	0	12	3	1	12	3	2	12	3	3	12
1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4	1	9	4
2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2
2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2
2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2
2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2
2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2
2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2
2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2
2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2
2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2
2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2	2	1	2
