5	4	6	5	5	6	5	4	6	5	2	6	5	3	6	5	2	6	5	3	6	5	2	6	5	3	6	5	2	6	5	3	6	5	5	6	5	4	6	5	0	6	5	1	6	5	5	6	5	4	6	5	2	6	5	3	6	5	2	6	5	3	6	5	2	6	5	3	6	5	2	6	5	3	6
5	4	7	5	5	7	5	4	7	5	2	7	5	3	7	5	2	7	5	3	7	5	2	7	5	3	7	5	2	7	5	3	7	5	5	7	5	4	7	5	0	7	5	1	7	5	5	7	5	4	7	5	2	7	5	3	7	5	2	7	5	3	7	5	2	7	5	3	7	5	2	7	5	3	7
5	4	8	5	5	8	5	4	8	5	2	8	5	3	8	5	2	8	5	3	8	5	2	8	5	3	8	5	2	8	5	3	8	5	5	8	5	4	8	5	0	8	5	1	8	5	5	8	5	4	8	5	2	8	5	3	8	5	2	8	5	3	8	5	2	8	5	3	8	5	2	8	5	3	8
5	4	9	5	5	9	5	4	9	5	2	9	5	3	9	5	2	9	5	3	9	5	2	9	5	3	9	5	2	9	5	3	9	5	5	9	5	4	9	5	0	9	5	1	9	5	5	9	5	4	9	5	2	9	5	3	9	5	2	9	5	3	9	5	2	9	5	3	9	5	2	9	5	3	9
5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10
5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10
5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10
5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10
5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10	5	10	10
-2	0	17	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-111	-2	0	-127
-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0	-2	0	0
