6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0
6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	8	6	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0
6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0
6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	8	6	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0
6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0
6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0
6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0
6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0
6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0
6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0	6	7	0
