6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1	6	0	1	6	1	1
6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2	6	0	2	6	1	2
6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3
6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3	6	0	3	6	1	3
6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4	6	0	4	6	1	4
5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7
5	3	8	5	3	6	5	3	7	5	3	8	5	3	6	5	3	7	5	3	8	5	3	6	5	3	7	5	3	8	5	3	6	5	3	7	5	3	8	5	3	6	5	3	7	5	3	8	5	3	6	5	3	7	5	3	8	5	3	6	5	3	7	5	3	8	5	3	6	5	3	7	5	3	8	5	3	6	5	3	7	5	3	8	5	3	6	5	3	7
5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7	5	2	8	5	2	6	5	2	7
5	3	8	5	3	6	5	3	7	5	3	8	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	3	8	5	3	6	5	3	7	5	5	0
5	2	8	5	2	6	5	2	7	5	2	8	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	2	8	5	2	6	5	2	7	5	5	0
5	3	8	5	3	6	5	3	7	5	3	8	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0	5	5	0
